A0_1;C9_0;ccaa_etapa;pernoc_etapa
20230300034720;01;04;1
20230300034722;01;01;25
20230300034751;01;04;10
20230300036567;01;04;5
20230300036568;01;04;1
20230300036569;01;05;7
20230300036585;01;04;1
20230300036586;01;04;2
20230300037569;01;04;7
20240100004669;01;13;6
20240100011750;01;13;1
20240100015897;01;13;45
20240200030201;01;13;7
20240300005264;01;13;6
20240300016896;01;09;6
20240300017796;01;13;2
20240300025504;01;09;6
20240300025570;01;09;4
20240300025649;01;09;3
20240300026178;01;09;5
20240300026635;01;10;14
20240300026635;02;01;2
20240300029443;01;07;1
20240300030870;01;04;1
20240300030881;01;04;1
20240300030894;01;04;4
20240300030895;01;04;15
20250100000808;01;09;5
20250100000814;01;01;7
20250100000945;01;09;2
20250100002178;01;11;5
20250100002188;01;01;21
20250100002191;01;10;4
20250100002196;01;10;11
20250100002386;01;13;7
20250100003078;01;13;8
20250100003188;01;13;2
20250100003188;02;09;4
20250100003789;01;04;10
20250100003815;01;04;5
20250100003816;01;04;3
20250100003817;01;10;7
20250100004682;01;01;21
20250100004686;01;01;3
20250100004687;01;01;15
20250100006635;01;09;1
20250100006635;02;13;3
20250100006635;03;01;3
20250100007188;01;07;1
20250100007368;01;01;7
20250100007925;01;05;7
20250100008698;01;13;3
20250100008698;02;09;3
20250100008704;01;09;7
20250100008773;01;09;2
20250100008777;01;09;2
20250100008813;01;04;5
20250100011816;01;09;10
20250100011900;01;13;2
20250100011900;02;02;13
20250100011900;03;02;2
20250100011937;01;13;4
20250100012005;01;13;4
20250100012101;01;12;6
20250100012810;01;09;2
20250100012810;02;13;2
20250100014047;01;07;10
20250100014047;02;01;10
20250100014047;03;01;22
20250100014059;01;16;2
20250100014059;02;03;2
20250100014059;03;01;3
20250100014059;04;01;5
20250100014059;05;07;2
20250100014568;01;10;20
20250100014568;02;02;1
20250100014568;03;02;1
20250100016809;01;09;3
20250100018319;01;09;2
20250100018552;01;09;30
20250100019289;01;10;4
20250100019290;01;10;35
20250100019291;01;10;6
20250100019292;01;10;4
20250100019299;01;10;4
20250100019300;01;10;8
20250100019301;01;10;5
20250100019302;01;10;10
20250100019303;01;10;7
20250100019304;01;10;90
20250100019305;01;13;7
20250100019305;02;10;9
20250100019984;01;15;2
20250100019984;02;07;1
20250100019984;03;11;2
20250100020007;01;10;3
20250100020015;01;07;3
20250100020017;01;01;4
20250100021321;01;09;10
20250100021545;01;01;21
20250100022011;01;17;11
20250100022011;02;06;11
20250100022011;03;13;3
20250100024177;01;12;2
20250100025135;01;01;3
20250100026162;01;09;1
20250100026178;01;07;4
20250100026178;02;01;3
20250100026246;01;01;33
20250100026401;01;09;4
20250100026439;01;09;3
20250100026444;01;09;3
20250100028199;01;09;3
20250100028773;01;09;6
20250100028790;01;09;1
20250100028901;01;09;1
20250100029652;01;09;11
20250100030031;01;09;2
20250100030032;01;09;2
20250100030061;01;09;7
20250100032360;01;07;1
20250100032546;01;02;1
20250100033575;01;01;28
20250200000456;01;09;30
20250200000731;01;07;1
20250200000758;01;13;3
20250200000758;02;09;3
20250200000759;01;13;2
20250200000759;02;09;2
20250200000760;01;09;4
20250200000761;01;09;3
20250200000761;02;01;3
20250200000762;01;09;30
20250200000763;01;09;3
20250200001197;01;04;7
20250200001537;01;05;5
20250200001538;01;04;2
20250200001539;01;13;5
20250200001540;01;13;10
20250200001541;01;13;1
20250200001544;01;13;30
20250200001661;01;13;2
20250200001663;01;13;3
20250200001664;01;13;3
20250200001753;01;09;1
20250200002346;01;07;1
20250200002346;02;16;1
20250200002802;01;04;62
20250200002803;01;04;3
20250200002804;01;04;4
20250200002808;01;04;6
20250200002809;01;04;4
20250200002810;01;04;3
20250200003485;01;15;3
20250200003485;02;15;2
20250200003486;01;15;1
20250200003486;02;01;1
20250200003506;01;15;4
20250200003843;01;09;4
20250200003843;02;13;2
20250200003884;01;13;6
20250200004226;01;09;6
20250200004384;01;10;17
20250200004384;02;09;1
20250200004525;01;01;5
20250200004525;02;11;5
20250200004525;03;16;5
20250200005702;01;01;4
20250200005717;01;13;3
20250200005856;01;12;10
20250200005857;01;12;3
20250200005862;01;09;5
20250200007044;01;01;1
20250200007054;01;13;2
20250200007055;01;13;2
20250200007129;01;13;1
20250200007139;01;13;2
20250200007141;01;01;1
20250200007141;02;10;1
20250200007141;03;13;1
20250200007290;01;10;1
20250200007291;01;09;1
20250200007293;01;01;3
20250200007293;02;10;1
20250200007293;03;01;1
20250200007293;04;01;1
20250200007296;01;01;1
20250200007391;01;16;2
20250200007391;02;13;3
20250200007391;03;01;3
20250200007391;04;09;3
20250200007392;01;09;4
20250200007393;01;13;3
20250200007393;02;01;3
20250200008010;01;13;30
20250200008015;01;13;3
20250200008099;01;04;3
20250200008125;01;04;5
20250200008145;01;04;6
20250200008795;01;09;7
20250200008932;01;13;1
20250200009021;01;10;2
20250200009021;02;01;2
20250200009021;03;10;20
20250200009029;01;01;1
20250200009029;02;14;4
20250200009029;03;01;2
20250200009029;04;14;10
20250200009029;05;01;1
20250200009041;01;01;60
20250200009046;01;09;3
20250200009054;01;01;2
20250200009054;02;01;10
20250200009059;01;10;1
20250200009059;02;10;1
20250200009059;03;01;7
20250200009072;01;09;1
20250200009072;02;10;10
20250200009072;03;14;10
20250200009072;04;01;10
20250200009074;01;01;16
20250200009080;01;09;30
20250200009112;01;09;1
20250200009112;02;01;30
20250200009112;03;01;25
20250200009386;01;09;6
20250200010683;01;13;2
20250200010806;01;13;45
20250200010809;01;09;3
20250200011037;01;15;1
20250200011353;01;10;30
20250200011355;01;10;5
20250200011383;01;10;2
20250200011384;01;14;2
20250200011431;01;01;2
20250200011434;01;10;2
20250200011435;01;10;90
20250200011462;01;14;3
20250200011464;01;10;2
20250200011465;01;10;8
20250200012366;01;10;5
20250200012367;01;10;3
20250200012368;01;10;3
20250200012370;01;10;13
20250200012371;01;10;4
20250200012498;01;10;3
20250200012499;01;10;4
20250200012499;02;13;3
20250200012500;01;10;4
20250200012501;01;10;4
20250200012725;01;13;3
20250200012856;01;07;40
20250200012927;01;13;2
20250200012935;01;16;2
20250200012993;01;07;1
20250200013096;01;09;12
20250200013097;01;09;3
20250200013098;01;09;3
20250200013099;01;09;2
20250200013100;01;09;12
20250200013101;01;09;1
20250200013102;01;09;5
20250200013103;01;01;5
20250200013103;02;09;3
20250200013103;03;01;4
20250200013103;04;10;5
20250200013103;05;13;4
20250200013104;01;09;1
20250200013104;02;04;3
20250200013105;01;04;4
20250200013255;01;09;4
20250200013255;02;13;10
20250200013257;01;13;3
20250200013263;01;13;6
20250200013341;01;13;24
20250200013344;01;09;1
20250200013344;02;13;6
20250200013345;01;09;4
20250200013345;02;13;2
20250200013345;03;01;30
20250200013346;01;01;30
20250200013555;01;07;1
20250200013559;01;07;1
