A0_1;C9_0;ccaa_etapa;pernoc_etapa
20220800000002;01;16;31
20220800000389;01;13;4
20220800000389;02;03;10
20220800014685;01;10;60
20220800024767;01;05;10
20220800044156;01;13;2
20220800051167;01;10;13
20220900019315;01;13;3
20220900021398;01;13;5
20220900030128;01;10;6
20220900037810;01;10;4
20221100002252;01;12;1
20221100002252;02;05;1
20221100002252;03;05;1
20221100003523;01;09;2
20221100003523;02;09;1
20221100003523;03;05;1
20221100003524;01;01;1
20221100003524;02;01;1
20221100003524;03;09;1
20221100003524;04;05;1
20221100003534;01;09;1
20221100003534;02;05;1
20221100003534;03;09;2
20221100005080;01;01;3
20221100005080;02;01;1
20221100005080;03;05;1
20221100005080;04;05;1
20221100005080;05;05;1
20221100005080;06;05;1
20221100005082;01;05;3
20221100005082;02;05;1
20221100005082;03;05;1
20221100005086;01;01;4
20221100005086;02;01;1
20221100005086;03;05;1
20221100005086;04;05;1
20221100005086;05;05;1
20221100005086;06;05;1
20221100005087;01;05;2
20221100005087;02;05;1
20221100005087;03;05;1
20221100005089;01;05;1
20221100005089;02;05;1
20221100005089;03;05;1
20221100005090;01;05;10
20221100005090;02;05;1
20221100005090;03;05;1
20221100005096;01;01;1
20221100005096;02;05;1
20221100005096;03;05;1
20221100005096;04;05;1
20221100005096;05;05;1
20221100005096;06;16;4
20221100005096;07;01;3
20221100005097;01;05;3
20221100005097;02;05;1
20221100005097;03;05;1
20221100030947;01;09;4
20221100030947;02;09;1
20221100030947;03;05;1
20221100030947;04;05;1
20221100030951;01;09;5
20221100030951;02;09;1
20221100030951;03;05;1
20221100030951;04;05;1
20221100030969;01;09;1
20221100030969;02;05;1
20221100030969;03;05;1
20221100030969;04;05;6
20230700001369;01;13;2
20230700001369;02;01;2
20230700001369;03;01;2
20230700001369;04;01;6
20230700001369;05;01;2
20230700001948;01;09;7
20230700001951;01;09;4
20230700003648;01;04;10
20230700003648;02;04;2
20230700004220;01;09;4
20230700004300;01;09;5
20230700009073;01;13;4
20230700012840;01;04;9
20230700012841;01;04;5
20230700012842;01;04;7
20230700012919;01;04;7
20230700012920;01;04;8
20230700012921;01;04;6
20230700016883;01;04;7
20230700016884;01;04;35
20230700016885;01;04;10
20230700016958;01;04;3
20230700016959;01;04;10
20230700016960;01;04;7
20230700016961;01;04;4
20230700016962;01;04;3
20230700018907;01;04;6
20230700018908;01;04;5
20230700019002;01;04;6
20230700019003;01;04;4
20230700019005;01;04;2
20230700020275;01;03;2
20230700020275;02;01;1
20230700020275;03;01;2
20230700020275;04;14;3
20230700020275;05;01;1
20230700020275;06;01;1
20230700026382;01;02;10
20230700028493;01;14;7
20230700028494;01;14;7
20230700028495;01;14;6
20230700028605;01;09;12
20230700032750;01;09;7
20230700032844;01;06;60
20230700035455;01;14;11
20230700035456;01;14;12
20230700035457;01;14;90
20230700035458;01;14;14
20230700035538;01;09;2
20230700035659;01;09;3
20230700037809;01;16;6
20230700038738;01;13;7
20230700041015;01;09;14
20230700041017;01;09;5
20230700041888;01;09;2
20230700050162;01;09;14
20230700050551;01;10;20
20230700052917;01;09;4
20230700054057;01;04;14
20230700054058;01;04;5
20230700054059;01;04;6
20230700054145;01;04;6
20230700054146;01;04;6
20230700054147;01;04;7
20230800000542;01;10;5
20230800000543;01;10;3
20230800000582;01;10;6
20230800000584;01;10;3
20230800000596;01;10;3
20230800000597;01;10;4
20230800000653;01;09;2
20230800001209;01;10;7
20230800001209;02;13;1
20230800001221;01;11;14
20230800001705;01;10;13
20230800001716;01;03;5
20230800001716;02;16;1
20230800001725;01;09;4
20230800001725;02;10;1
20230800001725;03;13;3
20230800001725;04;01;1
20230800001725;05;01;1
20230800001725;06;01;2
20230800001725;07;12;1
20230800001725;08;03;1
20230800001725;09;16;2
20230800001744;01;01;7
20230800001744;02;07;1
20230800001799;01;10;9
20230800001826;01;09;4
20230800001873;01;12;2
20230800003866;01;12;14
20230800004083;01;09;1
20230800004083;02;09;1
20230800004083;03;06;1
20230800004085;01;07;1
20230800004086;01;07;1
20230800004702;01;04;5
20230800004704;01;04;5
20230800004705;01;04;12
20230800004706;01;04;7
20230800004802;01;04;14
20230800004803;01;04;4
20230800004803;02;04;6
20230800004804;01;04;7
20230800004805;01;04;6
20230800005198;01;13;3
20230800005198;02;06;11
20230800005269;01;13;6
20230800005289;01;11;20
20230800005301;01;16;1
20230800005313;01;07;1
20230800005321;01;07;14
20230800005325;01;03;7
20230800005325;02;07;14
20230800005360;01;12;4
20230800005362;01;16;2
20230800005362;02;03;2
20230800005362;03;12;1
20230800005362;04;07;1
20230800005393;01;09;3
20230800005598;01;09;2
20230800005598;02;10;1
20230800005598;03;04;1
20230800005598;04;01;1
20230800005598;05;01;1
20230800005616;01;01;1
20230800005616;02;01;1
20230800005957;01;09;3
20230800006015;01;09;4
20230800006015;02;10;7
20230800006503;01;13;21
20230800006504;01;12;21
20230800007683;01;16;6
20230800008149;01;16;1
20230800008879;01;09;2
20230800009350;01;12;4
20230800009423;01;09;20
20230800009423;02;16;1
20230800009425;01;07;1
20230800009425;02;16;1
20230800009427;01;01;2
20230800009427;02;01;3
20230800009427;03;13;2
20230800009427;04;16;2
20230800009428;01;16;1
20230800009429;01;06;1
20230800009429;02;16;1
20230800009429;03;16;3
20230800009429;04;16;3
20230800009430;01;06;7
20230800009431;01;16;7
20230800009432;01;16;28
20230800009432;02;06;7
20230800009432;03;15;1
20230800009434;01;01;20
20230800009435;01;16;1
20230800009435;02;16;1
20230800009437;01;03;1
20230800009451;01;11;1
20230800009451;02;07;1
20230800009927;01;11;2
20230800009931;01;13;1
20230800009950;01;12;1
20230800009951;01;12;2
20230800009952;01;12;2
20230800009953;01;12;1
20230800009954;01;12;3
20230800009955;01;12;4
20230800009956;01;12;5
20230800009957;01;12;2
20230800009958;01;06;2
20230800010411;01;12;2
20230800010842;01;16;7
20230800010844;01;12;7
