mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
122022;2;20201200016828;2;2;15;09;90;2;3;1;19969.97112;506.74544773
122022;2;20201200020655;2;2;15;09;6;1;1;6;2858.0262788;215.52724654
122022;2;20211000011266;2;2;02;14;9;3;1;6;1091.0801423;235.74357398
122022;2;20211000011267;2;2;02;01;4;1;1;6;1158.337485;287.40123341
122022;2;20211000011268;2;2;02;01;9;3;1;6;831.12015095;228.506802
122022;2;20211000011269;2;2;02;10;4;3;3;6;666.00065523;112.26313395
122022;2;20211000011270;2;2;08;10;14;3;1;6;1047.7385965;215.99247811
122022;2;20211000011271;2;2;08;01;11;3;3;6;1054.8517424;116.50144457
122022;2;20211000011273;2;2;08;14;7;3;1;6;790.10337054;278.35032565
122022;2;20211000011277;2;2;08;14;14;3;1;6;1280.0648393;296.48846852
122022;2;20211000011281;2;2;08;14;7;1;1;6;1599.5030164;351.13430236
122022;2;20211000011330;2;2;08;01;21;3;1;6;1728.1957656;225.84324188
122022;2;20211000011331;2;2;08;10;14;3;1;6;939.20240602;230.06719642
122022;2;20211000011333;2;2;08;14;6;3;1;6;544.92428297;296.48846852
122022;2;20211000011336;2;2;08;10;20;3;1;6;1218.8944129;230.06719642
122022;2;20211000011337;2;2;08;14;15;2;3;6;1903.879176;179.26062236
122022;2;20211000011338;2;2;08;14;7;3;3;6;613.96564463;71.793636074
122022;2;20211000014863;2;2;12;13;3;3;1;6;1012.6185187;257.61202613
122022;2;20211000021777;2;2;12;13;74;2;2;6;8223.2340009;497.65994227
122022;2;20211000043542;2;2;08;14;7;3;1;6;1370.421448;397.64764497
122022;2;20211000043543;2;2;08;10;7;3;1;6;612.06070509;230.06719642
122022;2;20211000043547;2;2;08;13;22;3;3;6;2028.6030104;283.68374791
122022;2;20211000043548;2;2;08;14;6;3;1;6;597.27165485;296.48846852
122022;2;20211000043549;2;2;02;14;14;3;1;6;948.08375603;117.87178699
122022;2;20211000043551;2;2;02;14;7;3;3;6;704.29990347;57.084474285
122022;2;20211000043552;2;2;02;14;10;3;3;6;830.65736975;60.804270006
122022;2;20211000043553;2;2;02;14;10;1;1;6;1935.6604134;180.81784385
122022;2;20211100006616;2;2;08;10;7;3;1;6;612.06070509;230.06719642
122022;2;20211100006617;2;2;08;14;60;3;1;6;4496.0643449;296.48846852
122022;2;20211100006618;2;2;08;14;49;3;1;6;2341.6711819;148.24423426
122022;2;20211100006619;2;2;08;14;15;3;3;6;950.38347107;76.471924936
122022;2;20211100012880;2;2;12;13;4;3;2;6;928.05636118;227.7877696
122022;2;20211100013885;2;2;08;14;7;3;1;6;790.10337054;296.48846852
122022;2;20211100013887;2;2;08;14;42;3;1;6;2064.3201831;296.48846852
122022;2;20211100013890;2;2;08;01;13;3;3;6;1512.6426035;58.250722284
122022;2;20211100013891;2;2;08;14;4;3;1;6;553.1407859;278.35032565
