mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
022023;2;20210200000032;2;2;12;13;7;3;1;6;957.14359099;555.69737708
022023;2;20210200000359;2;2;15;01;60;3;3;6;9408.0594567;195.77229556
022023;2;20210300007169;2;2;15;13;6;1;2;6;3430.0863516;246.44462269
022023;2;20210300016622;2;2;12;01;38;2;3;6;3245.6333556;573.85977447
022023;2;20220100004118;2;2;15;13;4;3;3;6;2875.2471309;241.23445778
022023;2;20220100010010;2;2;15;13;2;1;1;6;1984.0161619;696.11925618
022023;2;20220100018301;2;2;12;13;50;3;3;6;4595.5840013;311.31463608
022023;2;20220100022504;2;2;03;04;15;1;1;6;2013.6817357;3.6487321032
022023;2;20220100022506;2;2;03;04;30;3;3;6;1562.5855919;19.338672656
022023;2;20220100027318;2;2;15;08;31;3;3;6;6005.8074428;199.96533649
022023;2;20220100033017;2;2;12;13;3;1;1;6;1583.4449269;486.99813111
022023;2;20220200000371;2;2;08;10;34;3;3;6;2163.3420932;3.1848433172
022023;2;20220200000372;2;2;08;10;5;3;3;6;608.86363792;3.1848433172
022023;2;20220200000373;2;2;08;09;21;3;2;6;545.34373694;16.232238348
022023;2;20220200000374;2;2;08;10;28;1;1;6;3190.5985406;12.587134646
022023;2;20220200000375;2;2;08;10;7;3;3;6;424.31075568;3.1848433172
022023;2;20220200000514;2;4;03;09;11;3;1;6;495.26184639;68.219162916
022023;2;20220200000570;2;2;01;04;7;3;2;6;782.61587896;39.017670814
022023;2;20220200000571;2;2;02;04;10;3;1;6;973.65520614;72.827550063
022023;2;20220200000572;2;2;03;04;19;1;1;6;2812.3752318;1.724803122
022023;2;20220200000575;2;2;02;04;21;3;1;6;1552.9820706;72.827550063
022023;2;20220200000671;2;2;14;01;6;1;2;6;2467.8663646;236.80478897
022023;2;20220200000867;2;4;03;09;4;3;1;6;239.2829116;62.38835863
022023;2;20220200000884;2;4;03;09;1;1;2;6;344.74918196;100.2990888
022023;2;20220200000891;2;4;03;09;1;1;3;6;313.94945965;103.51687912
022023;2;20220200001000;2;2;12;02;4;1;2;6;1270.8321361;776.05920475
022023;2;20220200002025;2;2;11;10;30;3;3;6;2284.3946852;70.030730555
022023;2;20220200002500;2;4;03;09;4;1;2;6;728.84535326;46.071325913
022023;2;20220200002510;2;4;03;09;3;1;1;6;748.21987633;110.00332029
022023;2;20220200002516;2;4;03;09;4;3;3;6;379.57313987;34.951414139
022023;2;20220200003597;2;4;03;09;3;1;2;6;613.96020527;59.710788105
022023;2;20220200003628;2;4;03;13;18;3;3;6;356.70428536;34.497363836
022023;2;20220200003634;2;4;03;09;5;2;1;6;921.06734094;186.20322372
022023;2;20220200003640;2;4;03;09;1;1;1;6;381.53219885;184.77787918
022023;2;20220200003649;2;4;03;09;14;2;1;6;1368.3523108;122.26331915
022023;2;20220200004773;2;2;08;10;5;3;3;6;660.95967099;6.3696866344
022023;2;20220200004774;2;2;08;10;4;3;3;6;568.48623338;3.1848433172
022023;2;20220200004775;2;2;08;10;6;3;3;6;572.77675306;3.1848433172
022023;2;20220200004776;2;2;08;10;60;3;3;6;2936.98022;6.3696866344
022023;2;20220200004778;2;2;08;10;6;3;3;6;587.69297833;3.1848433172
022023;2;20220200005038;2;4;03;09;1;3;1;6;195.2173248;62.38835863
022023;2;20220200005046;2;4;03;09;1;1;3;6;235.91232067;51.758439562
022023;2;20220200005053;2;4;03;09;10;3;1;6;739.7807948;62.38835863
022023;2;20220200005066;2;4;03;09;30;3;1;6;1546.5066301;62.38835863
022023;2;20220200005075;2;4;03;09;2;1;3;6;561.86884299;39.935495972
022023;2;20220200008961;2;4;03;09;5;3;1;6;730.25976029;62.38835863
022023;2;20220200008966;2;4;03;09;4;1;1;6;940.59070186;84.875765026
022023;2;20220200008985;2;4;03;09;3;3;1;6;512.16756239;62.38835863
022023;2;20220200008993;2;4;03;09;5;3;3;6;722.95683598;34.951414139
022023;2;20220200009805;2;4;03;09;1;1;1;6;313.94945965;184.77787918
022023;2;20220200009816;2;4;03;09;7;3;1;6;596.16161695;62.38835863
022023;2;20220200009822;2;4;03;09;5;3;3;6;488.98639147;34.951414139
022023;2;20220200009836;2;4;03;09;4;1;2;6;728.84535326;92.142651825
022023;2;20220200009861;2;4;03;09;7;3;3;6;626.39939078;38.217963396
022023;2;20220200009996;2;2;12;09;4;1;1;6;1280.5101792;739.73302551
022023;2;20220200010964;2;4;03;09;4;1;1;6;940.59070186;84.875765026
022023;2;20220200011016;2;4;03;09;9;1;2;6;1474.2165056;12.598540915
022023;2;20220200012355;2;2;11;10;4;1;2;6;1063.2994172;592.06006715
022023;2;20220200013149;2;4;03;09;1;1;1;6;386.89860418;184.77787918
022023;2;20220200013181;2;4;03;09;4;3;2;6;611.46884086;74.059946021
022023;2;20220200015042;2;4;03;09;5;1;1;6;1112.0873401;65.487982268
022023;2;20220200015056;2;4;03;09;19;3;3;6;978.36439249;69.902828279
022023;2;20220200015078;2;4;03;09;5;2;1;6;874.24687849;244.5266383
022023;2;20220200015091;2;4;03;09;2;3;2;6;326.09345475;67.729920378
022023;2;20220200015099;2;4;03;09;5;1;1;6;758.36643472;65.487982268
022023;2;20220200018203;2;2;08;04;2;3;1;6;1093.9792483;2.7024658362
022023;2;20220200018204;2;2;08;04;10;3;1;6;1376.8879901;5.4049316723
022023;2;20220200018205;2;2;08;04;10;3;2;6;570.99358467;2.9338453507
022023;2;20220200018206;2;2;08;04;17;3;1;6;2718.5009151;5.4049316723
022023;2;20220200018207;2;2;08;04;3;3;1;6;1341.4136602;5.4049316723
022023;2;20220200018373;2;2;08;09;14;3;3;6;1046.922802;4.6322257275
022023;2;20220200018375;2;2;08;09;7;3;3;6;507.2673287;4.1882496839
022023;2;20220200018376;2;2;08;10;4;3;3;6;376.07088634;3.1848433172
022023;2;20220200018378;2;2;08;10;7;3;3;6;407.60781364;3.1848433172
022023;2;20220200018380;2;2;08;10;4;3;3;6;376.07088634;3.1848433172
022023;2;20220200018381;2;2;08;10;7;3;3;6;617.48525787;3.1848433172
022023;2;20220200018382;2;2;08;10;7;3;3;6;424.31075568;6.3696866344
022023;2;20220200018384;2;2;08;10;21;3;3;6;866.34844605;3.1848433172
022023;2;20220200018385;2;2;08;10;4;3;3;6;373.57642935;9.5545299516
022023;2;20220200018386;2;2;08;10;7;3;3;6;600.78231583;3.1848433172
022023;2;20220200018840;2;4;03;09;7;3;1;6;596.16161695;62.38835863
022023;2;20220200018852;2;4;03;09;4;1;1;6;940.59070186;42.437882513
022023;2;20220200018863;2;4;03;09;10;3;3;6;739.7807948;34.951414139
022023;2;20220200018877;2;4;03;09;4;3;1;6;604.40114641;62.38835863
022023;2;20220200018883;2;4;03;09;5;3;3;6;722.95683598;34.951414139
022023;2;20220200018885;2;4;03;09;5;3;1;6;694.55309304;62.38835863
022023;2;20220200019680;2;4;03;09;4;1;1;6;940.59070186;84.875765026
022023;2;20220200019689;2;4;03;09;4;3;1;6;632.96648021;62.38835863
022023;2;20220200019702;2;4;03;09;6;1;1;6;910.23290228;25.26443102
022023;2;20220200020439;2;2;12;09;5;3;1;6;933.92012165;574.4650706
022023;2;20220200020832;2;4;03;09;5;3;1;6;730.25976029;124.77671726
022023;2;20220200020835;2;4;03;09;5;3;1;6;384.46037802;62.38835863
022023;2;20220200020866;2;4;03;09;10;2;1;6;834.50677148;744.81289487
022023;2;20220200020879;2;4;03;09;12;2;1;6;944.08066219;744.81289487
022023;2;20220200020883;2;4;03;09;3;1;2;6;828.07049526;59.710788105
022023;2;20220200022162;2;4;03;09;6;1;1;6;941.85788023;50.52886204
022023;2;20220200022174;2;4;03;09;4;1;1;6;940.59070186;424.37882513
022023;2;20220200022192;2;4;03;09;14;3;3;6;885.9974026;34.951411079
022023;2;20220200022206;2;4;03;09;5;1;1;6;1057.0799711;65.487982268
022023;2;20220200022719;2;2;08;10;4;1;3;6;661.00624912;24.954708644
022023;2;20220200022720;2;2;08;10;3;1;1;6;547.99822045;33.238092599
022023;2;20220200022721;2;2;08;10;7;3;3;6;484.42856624;12.739373269
022023;2;20220200022722;2;2;08;10;4;3;3;6;780.27628981;6.9649963515
022023;2;20220200022723;2;2;08;10;7;3;3;6;471.72487329;12.739373269
022023;2;20220200022724;2;2;08;10;7;3;3;6;484.42856624;6.3696866344
022023;2;20220200022725;2;2;08;10;5;3;3;6;847.31615935;6.4350367323
022023;2;20220200022726;2;2;08;10;7;1;1;6;1073.4978645;45.23147562
022023;2;20220200022728;2;2;08;10;4;1;1;6;906.45021534;22.272107592
022023;2;20220200022729;2;2;08;10;7;3;3;6;471.72487329;9.5545299516
022023;2;20220200022730;2;2;08;10;4;3;3;6;265.61812382;6.3696866344
022023;2;20220200022731;2;2;08;10;4;1;3;6;696.50388616;12.477354322
022023;2;20220200022732;2;2;08;10;7;3;3;6;484.42856624;9.5545299516
022023;2;20220200022733;2;2;08;10;4;3;3;6;397.77024524;6.3696866344
022023;2;20220200023267;2;4;03;09;4;1;2;6;728.84535326;46.071325913
022023;2;20220200023274;2;4;03;09;5;1;1;6;1057.0799711;65.487982268
022023;2;20220200023294;2;4;03;09;21;3;1;6;299.65075215;62.38835863
022023;2;20220200023316;2;4;03;10;5;3;1;6;486.86575853;94.88313485
022023;2;20220200023322;2;4;03;09;6;3;1;6;531.83819085;62.38835863
022023;2;20220200024873;2;2;15;10;17;3;3;6;4911.1688032;103.66707612
022023;2;20220200026699;2;2;11;10;3;1;2;6;928.31149881;1146.8261
022023;2;20220200027070;2;4;03;12;1;1;1;6;256.76538442;154.94643145
022023;2;20220200028149;2;2;14;09;21;3;3;6;1330.4090185;263.08780162
022023;2;20220200028819;2;4;03;09;7;3;2;6;430.1828417;67.729920378
022023;2;20220200028841;2;4;03;09;7;3;3;6;596.16161695;34.951414139
022023;2;20220200029822;8;4;03;09;1;1;1;6;303.03355671;461.94469796
022023;2;20220200029825;2;4;03;09;7;3;2;6;587.63697643;67.729920378
022023;2;20220200029839;2;4;03;09;6;2;1;6;783.65920519;372.40644744
022023;2;20220200030060;2;2;14;13;7;3;3;6;1570.6763852;90.203842189
022023;2;20220200030474;2;2;14;09;30;1;3;6;5453.67876;2.4904247737
022023;2;20220200031200;2;4;03;09;5;3;3;6;384.46037802;69.902828279
022023;2;20220200031234;2;4;03;09;2;1;3;6;424.70518069;119.80648791
022023;2;20220200031242;2;4;03;09;3;2;1;6;477.23584174;744.81289487
022023;2;20220200031249;2;4;03;09;4;1;1;6;918.050428;84.875765026
022023;2;20220200031614;2;2;11;10;5;1;1;6;1186.4996465;563.10186078
022023;2;20220200031649;2;2;12;09;14;3;1;6;1277.3171864;574.4650706
022023;2;20220200032186;2;4;03;09;7;3;2;6;605.06226202;148.11989204
022023;2;20220200032193;2;4;03;09;4;1;1;6;558.15367795;84.875765026
022023;2;20220200032203;2;4;03;09;2;3;2;6;297.63729268;67.729920378
022023;2;20220200032218;2;4;03;09;5;1;1;6;1057.0799711;65.487982268
022023;2;20220200032223;2;4;03;09;4;3;1;6;604.40114641;62.38835863
022023;2;20220200032229;2;4;03;09;2;1;1;6;572.60165367;142.56991347
