A0_1;C9_0;ccaa_etapa;pernoc_etapa
20210400002133;01;09;30
20210400002167;01;09;45
20210400002172;01;09;5
20210400007088;01;09;30
20210400011469;01;13;7
20210400015449;01;13;14
20210400019184;01;13;30
20210400025374;01;09;1
20210500013537;01;04;7
20210500013538;01;04;7
20210500013539;01;04;7
20210500018973;01;04;10
20210500025840;01;13;4
20210500028800;01;04;7
20210500028802;01;04;7
20210600006137;01;13;3
20210600029572;01;13;4
20210600039562;01;09;90
20220400000788;01;10;5
20220400000789;01;10;4
20220400000790;01;10;4
20220400000826;01;10;13
20220400000827;01;10;6
20220400000828;01;10;6
20220400000840;01;10;5
20220400000841;01;10;2
20220400000841;02;13;2
20220400000842;01;10;5
20220400000844;01;10;5
20220400000848;01;10;4
20220400000869;01;10;2
20220400000870;01;10;1
20220400000871;01;10;6
20220400000914;01;01;6
20220400000922;01;13;6
20220400000922;02;01;2
20220400000922;03;01;3
20220400001445;01;01;5
20220400001445;02;13;1
20220400001553;01;13;10
20220400001556;01;13;60
20220400001839;01;10;4
20220400001840;01;10;4
20220400001841;01;10;7
20220400001842;01;10;11
20220400001843;01;10;13
20220400001844;01;10;13
20220400001845;01;10;10
20220400001846;01;10;6
20220400001847;01;10;7
20220400001848;01;10;11
20220400001849;01;09;6
20220400001850;01;10;7
20220400001904;01;14;4
20220400001905;01;14;15
20220400001905;02;01;17
20220400001906;01;14;6
20220400001907;01;14;16
20220400001908;01;14;12
20220400003070;01;10;3
20220400003071;01;10;3
20220400003072;01;10;3
20220400003073;01;10;7
20220400003074;01;10;3
20220400003075;01;10;3
20220400003076;01;10;3
20220400003077;01;10;3
20220400003605;01;01;1
20220400003948;01;10;2
20220400003949;01;10;3
20220400003950;01;10;4
20220400004010;01;10;3
20220400004044;01;10;3
20220400004094;01;09;3
20220400004238;01;01;3
20220400004238;02;01;1
20220400004238;03;01;2
20220400004238;04;01;2
20220400004238;05;13;2
20220400004985;01;10;15
20220400004986;01;10;19
20220400004987;01;10;1
20220400004988;01;10;6
20220400005060;01;10;1
20220400005061;01;10;3
20220400005062;01;10;5
20220400005063;01;10;17
20220400005064;01;10;3
20220400005073;01;10;6
20220400005074;01;10;5
20220400005075;01;10;5
20220400005120;01;10;1
20220400005121;01;10;10
20220400005122;01;10;4
20220400005123;01;10;5
20220400005512;01;16;3
20220400006372;01;01;4
20220400006419;01;01;3
20220400007256;01;04;4
20220400007257;01;04;4
20220400007258;01;04;31
20220400007259;01;04;4
20220400007269;01;04;3
20220400007270;01;04;7
20220400007271;01;04;3
20220400007272;01;04;2
20220400007603;01;10;3
20220400007605;01;10;30
20220400007606;01;14;6
20220400007607;01;10;4
20220400007608;01;10;4
20220400007609;01;10;7
20220400007610;01;10;7
20220400007611;01;10;4
20220400007612;01;10;4
20220400007614;01;10;4
20220400007616;01;10;3
20220400007616;02;10;2
20220400007617;01;10;4
20220400008272;01;01;7
20220400008273;01;10;2
20220400008316;01;14;70
20220400008318;01;10;4
20220400008542;01;16;3
20220400008546;01;16;4
20220400009528;01;09;3
20220400010494;01;10;3
20220400010495;01;10;3
20220400010496;01;14;6
20220400010496;02;11;3
20220400010552;01;10;4
20220400010554;01;14;10
20220400010665;01;04;5
20220400011259;01;09;9
20220400011987;01;12;29
20220400012535;01;09;5
20220400012537;01;09;4
20220400012538;01;09;4
20220400012581;01;09;4
20220400012582;01;09;4
20220400012583;01;09;2
20220400012584;01;09;10
20220400012912;01;04;3
20220400012912;02;04;1
20220400012913;01;04;1
20220400012913;02;04;2
20220400012942;01;04;4
20220400012943;01;04;4
20220400013709;01;10;3
20220400013710;01;10;2
20220400015345;01;10;5
20220400015346;01;10;3
20220400015347;01;10;6
20220400015348;01;10;6
20220400015349;01;10;12
20220400015351;01;10;6
20220400015352;01;10;7
20220400015353;01;10;6
20220400015354;01;10;7
20220400015355;01;10;21
20220400015356;01;10;3
20220400015357;01;10;7
20220400015358;01;09;4
20220400015360;01;10;6
20220400015361;01;10;3
20220400015362;01;10;3
20220400015363;01;10;3
20220400015951;01;13;3
20220400015953;01;13;6
20220400015957;01;13;2
20220400015983;01;07;7
20220400015984;01;14;4
20220400016158;01;04;3
20220400016159;01;04;60
20220400016160;01;04;1
20220400016161;01;04;3
20220400016191;01;04;5
20220400016192;01;04;4
20220400017147;01;02;5
20220400017147;02;07;1
20220400017147;03;01;1
20220400017159;01;09;32
20220400017159;02;10;11
20220400017159;03;01;8
20220400017159;04;14;2
20220400017159;05;01;8
20220400018162;01;14;7
20220400018167;01;14;14
20220400018168;01;14;15
20220400018169;01;14;14
20220400018170;01;14;8
20220400018171;01;14;17
20220400018619;01;07;4
20220400019615;01;10;7
20220400019654;01;10;5
20220400019655;01;10;4
20220400019656;01;10;4
20220400019657;01;10;7
20220400019674;01;10;4
20220400019675;01;10;3
20220400019676;01;10;4
20220400019678;01;10;6
20220400019708;01;10;4
20220400019709;01;10;6
20220400019709;02;01;6
20220400019710;01;10;8
20220400019712;01;10;10
20220400019727;01;10;3
20220400019729;01;10;6
20220400019730;01;10;4
20220400019732;01;09;13
20220400020760;01;10;7
20220400020761;01;10;14
20220400020762;01;10;4
20220400020763;01;10;14
20220400020764;01;10;3
20220400020765;01;10;4
20220400020767;01;10;7
20220400020768;01;10;7
20220400020769;01;10;5
20220400020770;01;10;10
20220400020771;01;10;10
20220400020772;01;10;3
20220400020773;01;10;4
20220400020902;01;13;3
20220400020902;02;09;1
20220400020902;03;01;1
20220400021820;01;13;7
20220400022144;01;10;7
20220400022145;01;10;3
20220400022146;01;10;6
20220400022148;01;10;6
20220400022242;01;10;14
20220400022242;02;10;14
20220400022243;01;10;7
20220400022244;01;10;4
20220400022245;01;10;4
20220400022276;01;10;5
20220400022277;01;10;3
20220400022780;01;04;4
20220400022891;01;04;4
20220400023197;01;14;6
20220400023198;01;10;3
20220400023199;01;14;10
20220400023200;01;14;8
20220400023201;01;10;10
20220400023222;01;14;10
20220400023223;01;14;14
20220400023224;01;14;6
20220400023225;01;14;7
20220400023227;01;14;3
20220400023228;01;14;4
20220400023229;01;14;4
20220400023230;01;14;14
20220400023232;01;14;4
20220400023233;01;14;7
20220400023235;01;14;3
20220400023236;01;14;22
20220400023237;01;14;3
20220400023238;01;14;10
20220400023238;02;09;3
20220400023240;01;14;3
20220400024658;01;04;4
20220400024659;01;04;5
20220400024660;01;04;6
20220400024661;01;04;5
20220400024690;01;04;4
20220400024691;01;04;5
20220400024692;01;04;4
20220400025337;01;10;7
20220400025338;01;10;4
20220400025339;01;09;3
20220400025340;01;10;3
20220400025341;01;10;3
20220400025342;01;10;4
20220400025343;01;10;8
20220400025344;01;10;14
20220400025345;01;10;7
20220400025346;01;10;3
20220400025347;01;01;5
20220400025347;02;13;2
20220400025348;01;10;10
20220400025348;02;08;2
20220400025349;01;10;7
20220400025350;01;10;16
