A0_1;C9_0;ccaa_etapa;pernoc_etapa
20230400014478;01;13;4
20230400029876;01;06;35
20230500004844;01;01;1
20230500008522;01;12;2
20230500009297;01;01;8
20230500011850;01;01;2
20230500013643;01;07;1
20230500022035;01;01;8
20230500028312;01;10;3
20230500028314;01;10;8
20230500028315;01;10;7
20230500028316;01;10;3
20230500028355;01;10;7
20230500028363;01;10;7
20230500028365;01;10;10
20230500039697;01;13;10
20230500041010;01;01;10
20230600026095;01;04;7
20230600026096;01;04;8
20230600026150;01;04;7
20230600026151;01;04;7
20230600026152;01;04;4
20230600026219;01;04;6
20230600026220;01;04;6
20230600026221;01;04;14
20230600031293;01;10;4
20230600031294;01;10;7
20230600031295;01;10;3
20230600031296;01;10;3
20230600031297;01;01;4
20230600031297;02;10;4
20230600031299;01;10;2
20230600031300;01;10;10
20230600047511;01;13;3
20230600048655;01;04;6
20230600048656;01;04;7
20230600048700;01;04;6
20230600048702;01;04;7
20230600048703;01;04;7
20230600048769;01;04;7
20230600048770;01;04;7
20240400001275;01;13;2
20240400001275;02;16;1
20240400001275;03;09;3
20240400001347;01;09;3
20240400016394;01;10;21
20240400021753;01;13;2
20240400026963;01;13;2
20240400026963;02;09;1
20240400027101;01;12;3
20240400031971;01;09;3
20240400034283;01;09;5
20240400037742;01;09;2
20240500001971;01;12;5
20240500001976;01;07;1
20240500007089;01;10;14
20240500007090;01;10;5
20240500007090;02;10;1
20240500007090;03;10;1
20240500007092;01;10;10
20240500007093;01;10;4
20240500007096;01;10;6
20240500007098;01;10;7
20240500007101;01;10;7
20240500007970;01;09;1
20240500008737;01;12;14
20240500009496;01;09;4
20240500012488;01;09;1
20240500014171;01;04;2
20240500020286;01;09;3
20240500020286;02;13;4
20240500021291;01;10;3
20240500021292;01;10;3
20240500021293;01;10;3
20240500021294;01;10;3
20240500021295;01;10;3
20240500021296;01;10;3
20240500021297;01;10;3
20240500021298;01;10;3
20240500021300;01;10;3
20240500021301;01;10;3
20240500021303;01;10;3
20240500021304;01;10;4
20240500021305;01;10;4
20240500021306;01;10;2
20240500025308;01;09;3
20240500025743;01;01;2
20240500027300;01;09;5
20240500027300;02;13;1
20240500027302;01;09;7
20240500032627;01;04;10
20240500033662;01;09;6
20240500034436;01;09;7
20240500034441;01;01;10
20240500035199;01;13;45
20240500037642;01;01;2
20240600002535;01;16;1
20240600005070;01;04;5
20240600007529;01;09;2
20240600007541;01;09;1
20240600007655;01;16;1
20240600007655;02;07;1
20240600008546;01;13;7
20240600010518;01;05;10
20240600010565;01;09;3
20240600013627;01;01;7
20240600015098;01;07;10
20240600015108;01;09;3
20240600016585;01;10;10
20240600016586;01;10;10
20240600022753;01;09;1
20240600022763;01;10;7
20240600023484;01;09;4
20240600023557;01;09;5
20240600023740;01;04;5
20240600023742;01;04;5
20240600025444;01;09;9
20240600025445;01;09;6
20240600025446;01;09;10
20240600034036;01;13;18
20240600034036;02;10;1
20240600038854;01;13;10
20240600039053;01;04;11
20240600042375;01;04;7
20250400000508;01;07;1
20250400000508;02;07;1
20250400000508;03;07;1
20250400000508;04;11;1
20250400000508;05;01;1
20250400000517;01;15;2
20250400000621;01;01;40
20250400000854;01;04;4
20250400000855;01;04;9
20250400001390;01;10;4
20250400001390;02;10;5
20250400001390;03;16;1
20250400001440;01;02;2
20250400001444;01;02;3
20250400001932;01;09;5
20250400002441;01;09;2
20250400002452;01;09;2
20250400002460;01;16;2
20250400002512;01;10;7
20250400002514;01;09;3
20250400002789;01;12;1
20250400002789;02;06;1
20250400002789;03;16;1
20250400002824;01;02;1
20250400003050;01;09;2
20250400003050;02;13;2
20250400003050;03;12;1
20250400003051;01;07;1
20250400003051;02;07;1
20250400003051;03;12;1
20250400003052;01;12;2
20250400003053;01;12;5
20250400003178;01;09;3
20250400004210;01;10;87
20250400004210;02;10;3
20250400004249;01;07;5
20250400004249;02;07;1
20250400004249;03;16;2
20250400004369;01;01;4
20250400004369;02;01;1
20250400004533;01;09;4
20250400004544;01;10;24
20250400004563;01;01;2
20250400004563;02;13;2
20250400004563;03;09;4
20250400004587;01;13;1
20250400004587;02;09;3
20250400004626;01;09;2
20250400004633;01;09;4
20250400005100;01;05;9
20250400005100;02;05;18
20250400005100;03;05;7
20250400005100;04;05;26
20250400005481;01;01;2
20250400005481;02;01;2
20250400005481;03;01;2
20250400005481;04;11;2
20250400005525;01;01;3
20250400005526;01;12;7
20250400005528;01;12;1
20250400005693;01;13;2
20250400005693;02;01;2
20250400005693;03;09;2
20250400005827;01;04;4
20250400005827;02;04;3
20250400006528;01;14;7
20250400006690;01;02;2
20250400006692;01;13;1
20250400006696;01;02;1
20250400006720;01;16;2
20250400006795;01;09;4
20250400006796;01;09;5
20250400006797;01;09;3
20250400006797;02;10;2
20250400006798;01;09;4
20250400006799;01;09;5
20250400006800;01;09;8
20250400006801;01;09;2
20250400007057;01;09;5
20250400007058;01;09;3
20250400007059;01;09;3
20250400007120;01;09;3
20250400007120;02;09;1
20250400007121;01;09;4
20250400007122;01;09;4
20250400007381;01;16;2
20250400007500;01;09;2
20250400008016;01;09;5
20250400008019;01;09;6
20250400008633;01;08;3
20250400008641;01;15;1
20250400008657;01;16;1
20250400008657;02;07;1
20250400008657;03;11;1
20250400008657;04;01;2
20250400008663;01;07;1
20250400008663;02;01;1
20250400008669;01;16;1
20250400008669;02;08;1
20250400008669;03;01;1
20250400008708;01;10;4
20250400008712;01;10;7
20250400008739;01;10;6
20250400008740;01;16;25
20250400008740;02;16;3
20250400008740;03;01;2
20250400009336;01;04;8
20250400009337;01;04;10
20250400009338;01;04;7
20250400009340;01;04;30
20250400009502;01;13;6
20250400009681;01;02;1
20250400009681;02;13;3
20250400009794;01;10;45
20250400009800;01;02;1
20250400009972;01;10;11
20250400009972;02;09;6
20250400009990;01;10;2
20250400009990;02;10;16
20250400009990;03;10;3
20250400009990;04;01;2
20250400009990;05;10;4
20250400009995;01;09;4
20250400009996;01;16;4
20250400009996;02;09;2
20250400009997;01;09;2
20250400010009;01;13;1
20250400010009;02;09;2
20250400010010;01;09;3
20250400010011;01;01;2
20250400010011;02;01;2
20250400010011;03;09;1
20250400010012;01;09;3
20250400010030;01;09;3
20250400010031;01;09;3
20250400010032;01;09;1
20250400010033;01;09;3
20250400010113;01;09;3
20250400010135;01;09;1
20250400010138;01;09;6
20250400010624;01;09;3
20250400010625;01;09;5
20250400010626;01;09;2
20250400010627;01;09;7
20250400010712;01;09;9
20250400010714;01;09;1
20250400010714;02;10;3
20250400010715;01;09;6
20250400010717;01;09;5
20250400010718;01;09;3
20250400010719;01;09;10
20250400010914;01;10;80
20250400010942;01;13;1
20250400010948;01;12;1
20250400010948;02;12;4
20250400010948;03;03;4
20250400010948;04;06;1
20250400010948;05;16;2
20250400011105;01;01;15
20250400011133;01;01;30
20250400011133;02;13;1
20250400011133;03;01;1
20250400011146;01;07;1
20250400011146;02;07;1
20250400011166;01;10;12
20250400011166;02;10;2
20250400011220;01;09;1
20250400011569;01;04;3
20250400011570;01;04;4
20250400011571;01;04;5
20250400011779;01;13;6
20250400011779;02;07;1
20250400011779;03;07;1
20250400011779;04;07;1
20250400011779;05;07;1
20250400012222;01;09;2
20250400012222;02;01;1
20250400012222;03;01;1
20250400012222;04;01;2
20250400012332;01;10;1
20250400012390;01;01;1
20250400012405;01;09;1
20250400012406;01;10;1
20250400012407;01;11;1
20250400012841;01;09;2
20250400012842;01;09;3
20250400012843;01;09;7
20250400012845;01;09;5
20250400012845;02;13;3
20250400012846;01;13;2
20250400012846;02;09;1
20250400012848;01;09;4
20250400012849;01;09;3
20250400012850;01;09;5
20250400012882;01;02;11
20250400012883;01;09;2
20250400012884;01;09;3
20250400013454;01;09;8
20250400013455;01;09;4
20250400013456;01;13;3
20250400013497;01;09;3
20250400013500;01;09;2
20250400013504;01;09;5
20250400013508;01;09;2
20250400013510;01;09;2
20250400013514;01;09;5
20250400013515;01;09;3
20250400013516;01;09;3
20250400013573;01;09;3
20250400013574;01;09;6
20250400013576;01;09;5
20250400013580;01;09;5
20250400013581;01;09;60
20250400013582;01;09;1
20250400013583;01;09;6
20250400013584;01;09;7
20250400013585;01;09;7
20250400013586;01;09;2
20250400013646;01;12;30
20250400013789;01;10;10
20250400014004;01;09;4
20250400014005;01;09;1
20250400014005;02;13;5
20250400014007;01;09;6
20250400014008;01;09;4
20250400014010;01;09;2
20250400014012;01;09;3
20250400014013;01;09;3
20250400014014;01;09;22
20250400014015;01;09;7
20250400014017;01;10;6
20250400014018;01;09;4
20250400014020;01;13;5
20250400014020;02;09;3
20250400014021;01;09;5
20250400014022;01;13;2
20250400014022;02;09;2
20250400014023;01;09;3
20250400014867;01;09;3
20250400015010;01;09;1
20250400015023;01;02;1
20250400015033;01;15;1
20250400015066;01;15;1
20250400015130;01;07;1
20250400015130;02;07;1
20250400015224;01;02;2
20250400015231;01;02;1
20250400015241;01;01;1
20250400015421;01;10;18
20250400016277;01;09;4
20250400016279;01;09;5
20250400016280;01;09;21
20250400016281;01;09;3
20250400016281;02;09;1
20250400016293;01;09;6
20250400016294;01;01;1
20250400016294;02;09;4
20250400016295;01;09;3
20250400016320;01;09;6
20250400016355;01;09;4
20250400016356;01;05;17
20250400016357;01;09;4
20250400016368;01;09;3
20250400016369;01;09;4
20250400016370;01;09;3
20250400016371;01;09;7
20250400016372;01;09;10
20250400016373;01;09;4
20250400017261;01;09;7
20250400017263;01;12;2
20250400017264;01;16;2
20250400017264;02;12;1
20250400017462;01;09;15
20250400017531;01;09;3
20250400017534;01;09;15
20250400018149;01;10;5
20250400018199;01;16;1
20250400018223;01;13;1
20250400018223;02;16;1
20250400018284;01;01;31
20250400018293;01;10;1
20250400018293;02;01;1
20250400018299;01;10;2
20250400018299;02;14;3
20250400018299;03;14;3
20250400018299;04;01;2
20250400018311;01;01;14
20250400018332;01;07;42
20250400018335;01;13;2
20250400018335;02;09;3
20250400018335;03;01;2
20250400018343;01;01;14
20250400018353;01;13;2
20250400018353;02;11;1
20250400018358;01;01;2
20250400019831;01;14;90
20250400020011;01;09;2
20250400020011;02;12;1
20250400020011;03;12;7
20250400020012;01;09;1
20250400020012;02;10;14
20250400020013;01;09;1
20250400020015;01;09;5
20250400020016;01;13;3
20250400020016;02;09;1
20250400020549;01;10;2
20250400021222;01;09;1
20250400021222;02;09;3
20250400021346;01;09;1
20250400021347;01;13;5
20250400021347;02;09;3
20250400021348;01;09;10
20250400021349;01;01;2
20250400021349;02;01;2
20250400021349;03;13;3
20250400021349;04;09;4
20250400021350;01;09;7
20250400021427;01;04;6
20250400021442;01;04;6
20250400021882;01;09;6
20250400021883;01;09;3
20250400021884;01;09;4
20250400021885;01;09;6
20250400021886;01;09;4
20250400021926;01;09;2
20250400022048;01;09;4
20250400022106;01;07;3
20250400022168;01;13;1
20250400022237;01;09;1
20250400022237;02;10;3
20250400022237;03;10;1
20250400022417;01;13;2
20250400022417;02;09;5
20250400022440;01;09;2
20250400022440;02;10;1
20250400022440;03;01;1
20250400022440;04;13;1
20250400022440;05;15;1
20250400022457;01;01;4
20250400022457;02;06;3
20250400022457;03;16;3
20250400023639;01;14;21
20250400023639;02;10;5
20250400023639;03;10;5
20250400023639;04;02;2
20250400023655;01;01;1
20250400023777;01;12;5
20250400023778;01;12;5
20250400023779;01;12;4
20250400023824;01;09;10
20250400023824;02;09;1
20250400023825;01;09;5
20250400023826;01;09;3
20250400023827;01;09;8
20250400023828;01;09;15
20250400023829;01;10;7
20250400023829;02;09;7
20250400024135;01;04;14
20250400024136;01;04;7
20250400025226;01;09;2
20250400025515;01;01;6
20250400025559;01;07;1
20250400025559;02;07;7
20250400025567;01;01;4
20250400025598;01;01;3
20250400025601;01;01;2
20250400025601;02;10;2
20250400025601;03;01;3
20250400025613;01;01;17
20250400025614;01;10;1
20250400026170;01;04;7
20250400026172;01;04;5
20250400026279;01;04;5
20250400026280;01;04;3
20250400026281;01;04;5
20250400026282;01;04;5
20250400026476;01;13;2
20250400027061;01;09;5
20250400027062;01;09;3
20250400027063;01;09;3
20250400027064;01;09;6
20250400027072;01;09;3
20250400027135;01;09;6
20250400027583;01;01;1
20250400027640;01;10;14
20250400027668;01;09;5
20250400027668;02;13;6
20250400027669;01;01;5
20250400027669;02;01;5
20250400027669;03;01;5
20250400027669;04;01;5
20250400027669;05;09;4
20250400027672;01;09;3
20250400027674;01;09;5
20250400027676;01;09;3
20250400027679;01;09;21
20250400027680;01;09;9
20250400027681;01;09;2
20250400027682;01;13;5
20250400027684;01;13;2
20250400027685;01;09;7
20250400027688;01;09;2
20250400027690;01;05;1
20250400027690;02;13;4
20250400027690;03;09;4
20250400027691;01;09;7
20250400028427;01;10;3
20250400028455;01;15;1
20250400028455;02;07;1
20250400028624;01;16;3
20250400028624;02;07;3
20250400028624;03;07;1
20250400028624;04;11;3
20250400028624;05;01;4
20250400028668;01;01;10
20250400028683;01;01;5
20250400028711;01;01;7
20250400029341;01;04;5
20250400029342;01;04;10
20250400029611;01;04;4
20250400029612;01;04;4
20250400029614;01;04;4
20250400029675;01;04;4
20250400029676;01;04;4
20250400029677;01;04;5
20250400029678;01;04;4
20250400029982;01;01;1
20250400029982;02;01;2
20250400029982;03;01;1
20250400029982;04;01;1
20250400029983;01;10;3
20250400029984;01;10;3
20250400029994;01;10;3
20250400029996;01;10;10
20250400030000;01;10;3
20250400030027;01;09;3
20250400030029;01;09;4
20250400030061;01;09;7
20250400030062;01;09;6
20250400030064;01;04;6
20250400030081;01;09;2
20250400030082;01;09;5
20250400030083;01;09;10
20250400030117;01;10;40
20250400030376;01;10;3
20250400030397;01;13;1
20250400030428;01;09;2
20250400030429;01;04;7
20250400030429;02;09;1
20250400030430;01;09;7
20250400030455;01;09;1
20250400030457;01;09;1
20250400030458;01;09;2
20250400031778;01;09;15
20250400031778;02;02;3
20250400031778;03;16;4
20250400031785;01;10;60
20250400031785;02;17;1
20250400031785;03;16;1
20250400031855;01;09;1
20250400032074;01;01;1
20250400032074;02;12;3
20250400032075;01;12;1
20250400032076;01;12;2
20250400033320;01;10;14
20250400033637;01;06;3
20250400033637;02;16;1
20250400033653;01;13;2
20250400033653;02;02;1
20250400033653;03;09;2
20250400033661;01;13;1
20250400033661;02;12;1
20250400033662;01;12;4
20250400033663;01;12;4
20250400033664;01;12;6
20250400034173;01;04;8
20250400034174;01;04;5
20250400034175;01;04;6
20250400034176;01;04;3
20250400034433;01;04;7
20250400034437;01;04;7
20250400034441;01;04;7
20250400034471;01;04;7
20250400034472;01;04;7
20250400034473;01;04;7
20250400034499;01;04;7
20250400034501;01;04;3
20250400034503;01;04;7
20250400034529;01;04;9
20250400035613;01;09;10
20250400035613;02;10;10
20250400035613;03;01;10
20250400035613;04;01;10
20250400035613;05;01;2
20250400035613;06;14;10
20250400035642;01;09;10
20250400035642;02;01;6
20250400035642;03;01;1
20250400035652;01;01;3
20250400035652;02;11;1
20250400035652;03;07;1
20250400035652;04;13;1
20250400035652;05;02;1
20250400035664;01;01;7
20250400035664;02;01;3
20250400035664;03;01;4
20250400035664;04;01;1
20250400035685;01;01;4
20250400036284;01;04;3
20250400036291;01;04;3
20250400037058;01;09;3
20250400037497;01;09;60
20250400037519;01;01;4
20250400037608;01;10;14
20250400037750;01;09;5
20250400037750;02;13;3
20250400038247;01;09;4
20250400038318;01;09;7
20250400038319;01;09;3
20250400038387;01;09;4
20250400038480;01;16;2
20250400038494;01;16;2
20250400040465;01;09;9
20250400040467;01;09;4
20250400040547;01;09;14
20250400040564;01;15;2
20250400040579;01;01;2
20250400040579;02;07;1
20250400040589;01;15;2
20250400040640;01;09;30
20250400040652;01;09;2
20250400040667;01;09;2
20250400040667;02;01;2
20250400040667;03;01;2
20250400041728;01;04;6
20250400041728;02;04;4
20250400041793;01;09;4
20250400041823;01;09;15
20250400041959;01;13;8
20250400041966;01;16;2
20250400041966;02;16;1
20250400041973;01;16;2
20250400041979;01;15;3
20250400041984;01;07;1
20250400042080;01;09;1
20250400042109;01;12;7
20250400042110;01;12;2
20250500000001;01;05;4
20250500000002;01;05;4
20250500000004;01;05;7
20250500000005;01;05;7
20250500000006;01;05;7
20250500000030;01;05;7
20250500000036;01;05;9
20250500000039;01;05;8
20250500000040;01;05;8
20250500000042;01;05;14
20250500000044;01;05;6
20250500000047;01;05;7
20250500000048;01;05;7
20250500000079;01;05;7
20250500000080;01;05;7
20250500000081;01;05;7
20250500000082;01;05;21
20250500000084;01;05;6
