A0_1;C9_0;ccaa_etapa;pernoc_etapa
20230700028493;01;14;7
20230700028494;01;14;7
20230700028495;01;14;6
20230700035455;01;14;11
20230700035456;01;14;12
20230700035457;01;14;90
20230700035458;01;14;14
20230800000542;01;10;5
20230800000543;01;10;3
20230800000582;01;10;6
20230800000584;01;10;3
20230800000596;01;10;3
20230800000597;01;10;4
20230800000857;01;07;1
20230800000865;01;16;1
20230800001391;01;04;9
20230800001393;01;04;14
20230800004844;01;04;14
20230800005355;01;07;1
20230800005360;01;12;4
20230800005362;01;16;2
20230800005362;02;03;2
20230800005362;03;12;1
20230800005362;04;07;1
20230800005367;01;16;1
20230800005598;01;09;2
20230800005598;02;10;1
20230800005598;03;04;1
20230800005598;04;01;1
20230800005598;05;01;1
20230800005616;01;01;2
20230800005616;02;01;2
20230800006015;01;09;4
20230800006015;02;10;7
20230800009350;01;12;4
20230800009927;01;11;2
20230800009931;01;13;1
20230800010381;01;07;1
20230800010389;01;17;3
20230800010411;01;12;2
20230800010873;01;11;1
20230800010878;01;11;2
20230800014082;01;11;1
20230800015499;01;16;1
20230800015499;02;12;1
20230800015499;03;12;1
20230800015499;04;01;1
20230800017212;01;07;1
20230800017213;01;06;40
20230800017659;01;11;2
20230800017661;01;11;1
20230800017679;01;11;5
20230800017681;01;01;3
20230800018964;01;09;4
20230800020925;01;04;17
20230800021833;01;12;29
20230800021856;01;12;1
20230800026713;01;14;14
20230800026714;01;14;6
20230800026715;01;14;11
20230800026716;01;01;14
20230800026717;01;14;7
20230800026718;01;14;9
20230800026719;01;14;6
20230800026720;01;14;14
20230800026721;01;14;8
20230800026722;01;14;14
20230800026723;01;14;7
20230800026724;01;14;11
20230800026725;01;10;9
20230800026726;01;14;10
20230800026727;01;01;5
20230800026728;01;14;5
20230800026729;01;01;28
20230800026730;01;14;6
20230800027051;01;12;1
20230800027051;02;12;1
20230800027051;03;12;2
20230800027051;04;12;2
20230800028958;01;01;11
20230800029229;01;01;3
20230800029229;02;01;6
20230800029235;01;13;3
20230800029247;01;11;3
20230800029249;01;11;3
20230800029403;01;09;4
20230800029403;02;09;10
20230800030306;01;10;3
20230800030307;01;10;9
20230800030309;01;10;4
20230800030310;01;10;6
20230800030798;01;12;4
20230800030808;01;12;4
20230800032548;01;12;2
20230800034385;01;14;4
20230800034386;01;14;14
20230800034387;01;14;8
20230800034388;01;14;6
20230800034389;01;14;12
20230800034390;01;14;4
20230800034391;01;14;15
20230800034392;01;14;4
20230800034393;01;01;3
20230800034394;01;10;6
20230800034395;01;14;21
20230800034396;01;14;7
20230800034397;01;10;11
20230800034398;01;01;6
20230800034399;01;14;7
20230800034400;01;01;5
20230800034401;01;14;7
20230800034402;01;14;7
20230800034403;01;14;7
20230800034404;01;14;21
20230800034405;01;14;10
20230800034450;01;14;21
20230800034451;01;14;4
20230800034452;01;01;14
20230800034453;01;14;14
20230800034454;01;10;6
20230800035889;01;11;1
20230800036963;01;10;23
20230800037560;01;11;2
20230800038932;01;10;4
20230800039351;01;17;4
20230800041083;01;14;22
20230800041084;01;14;14
20230800041085;01;01;9
20230800041086;01;01;12
20230800041087;01;14;7
20230800041088;01;14;17
20230800041089;01;14;5
20230800041090;01;14;10
20230800041091;01;14;10
20230800041092;01;10;7
20230800041093;01;14;5
20230800041094;01;10;10
20230800041095;01;10;7
20230800041096;01;14;8
20230800041097;01;01;6
20230800041098;01;14;15
20230800041099;01;01;18
20230800041100;01;14;3
20230800041101;01;10;6
20230800041102;01;14;8
20230800041103;01;10;9
20230800041104;01;10;6
20230800041105;01;14;7
20230800041106;01;14;4
20230800041107;01;14;6
20230800041108;01;10;10
20230800041109;01;10;5
20230800041110;01;14;7
20230800041111;01;10;6
20230800041112;01;14;14
20230800041113;01;14;27
20230800041114;01;01;5
20230800041115;01;14;20
20230800041116;01;01;28
20230800041118;01;10;30
20230800041120;01;14;90
20230800041121;01;10;14
20230800041623;01;12;1
20230800041726;01;09;2
20230800041726;02;10;2
20230800041726;03;01;7
20230800041727;01;01;2
20230800041727;02;01;2
20230800041727;03;01;3
20230800041728;01;01;5
20230800041730;01;01;2
20230800041730;02;01;1
20230800041731;01;01;4
20230800041732;01;01;19
20230800041735;01;01;8
20230800041739;01;01;8
20230800041739;02;01;2
20230800041739;03;01;4
20230800041740;01;01;9
20230800041751;01;01;17
20230800041755;01;01;10
20230800041758;01;01;7
20230800041762;01;01;7
20230800041775;01;01;12
20230800042456;01;04;7
20230800042457;01;04;10
