A0_1;C9_0;ccaa_etapa;pernoc_etapa
20220700001477;01;13;2
20220700001477;02;10;5
20220700001593;01;13;6
20220700001593;02;01;8
20220700010250;01;01;3
20220700022662;01;13;10
20220700034608;01;13;14
20220700034747;01;13;6
20220700044696;01;16;1
20220700048477;01;10;7
20220800009711;01;10;10
20220800051167;01;10;13
20220900037882;01;10;7
20230700001302;01;07;3
20230700001302;02;07;5
20230700001302;03;11;5
20230700001369;01;13;2
20230700001369;02;01;2
20230700001369;03;01;2
20230700001369;04;01;6
20230700001369;05;01;2
20230700001371;01;01;60
20230700001948;01;09;7
20230700001951;01;09;4
20230700002213;01;13;3
20230700003062;01;12;4
20230700003075;01;02;1
20230700003079;01;02;1
20230700003087;01;13;42
20230700003648;01;04;10
20230700003648;02;04;2
20230700003742;01;04;7
20230700004220;01;09;4
20230700004300;01;09;5
20230700004376;01;12;1
20230700004430;01;01;2
20230700004479;01;01;21
20230700006339;01;06;1
20230700006339;02;07;1
20230700006811;01;13;4
20230700006906;01;09;5
20230700007150;01;04;5
20230700007153;01;04;1
20230700007155;01;04;7
20230700007216;01;04;7
20230700007217;01;04;30
20230700007218;01;04;9
20230700007219;01;04;9
20230700008044;01;07;1
20230700008160;01;01;10
20230700008165;01;01;90
20230700008166;01;07;1
20230700008166;02;01;2
20230700008172;01;01;7
20230700008202;01;01;30
20230700008207;01;01;7
20230700008291;01;01;4
20230700008453;01;12;1
20230700008453;02;16;1
20230700008453;03;09;1
20230700008453;04;01;1
20230700008453;05;04;1
20230700008453;06;09;2
20230700008453;07;09;1
20230700008453;08;01;1
20230700008463;01;09;3
20230700008463;02;04;1
20230700008463;03;01;1
20230700008463;04;01;1
20230700008463;05;01;1
20230700008463;06;12;1
20230700008463;07;16;1
20230700008479;01;09;3
20230700008479;02;12;1
20230700008479;03;16;1
20230700008484;01;09;3
20230700008484;02;12;1
20230700008484;03;16;1
20230700008987;01;10;4
20230700009073;01;13;4
20230700009544;01;13;3
20230700009544;02;09;3
20230700010374;01;11;1
20230700010380;01;13;1
20230700010396;01;07;3
20230700010765;01;04;10
20230700010766;01;04;6
20230700010774;01;04;2
20230700010775;01;04;3
20230700010777;01;04;6
