mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
042024;2;20220400001556;2;2;12;13;60;2;2;6;7179.6525516;1571.6151114
042024;2;20220400008542;2;2;15;16;3;1;2;6;3472.9912923;651.28186215
042024;2;20220400008546;2;2;12;16;4;1;2;6;2024.6516744;503.25701641
042024;2;20220400018163;2;2;04;10;7;3;1;6;595.39538434;352.96122781
042024;2;20220400018164;2;2;04;10;18;3;1;6;1351.0630871;86.114763847
042024;2;20220400018165;2;2;04;14;5;1;1;6;1064.9597427;616.2242293
042024;2;20220400018166;2;2;04;14;7;3;1;6;689.88815099;260.55493584
042024;2;20220400023197;2;2;02;14;6;2;1;6;1387.9218333;877.21986417
042024;2;20220400023198;2;2;02;10;3;1;3;6;938.6923762;85.138079122
042024;2;20220400023199;2;2;02;14;10;3;1;6;1031.060663;154.33393702
042024;2;20220400023200;2;2;02;14;8;3;1;6;1172.7859875;210.85774947
042024;2;20220400023201;2;2;02;10;10;3;1;6;847.30119462;136.02178746
042024;2;20220400038768;2;2;12;09;7;3;1;6;1031.8154785;432.09392007
042024;2;20220400039850;2;2;12;05;60;3;3;6;4817.0389772;422.89774419
042024;2;20220500000330;2;2;12;13;60;3;1;6;4330.2225682;328.02362498
042024;2;20220500005005;2;2;02;14;4;1;1;6;938.56112164;193.32557295
042024;2;20220500005007;2;2;02;14;7;2;1;6;1529.9313731;877.21986417
042024;2;20220500007702;2;2;01;10;6;1;1;6;1071.2118878;185.83838005
042024;2;20220500009560;2;2;12;13;4;3;1;6;1207.9529125;800.30538132
042024;2;20220500010597;2;2;12;09;7;3;3;6;870.33592133;331.7498267
042024;2;20220500013413;2;2;12;09;8;1;1;6;2253.8264243;575.3035794
042024;2;20220500013501;2;2;12;09;1;1;2;6;735.9774333;1065.0382519
042024;2;20220500026292;2;2;02;14;6;2;1;6;1387.9218333;877.21986417
042024;2;20220500026293;2;2;02;01;6;3;1;6;729.50813596;128.39453995
042024;2;20220500026294;2;2;02;14;3;1;3;1;1461.0816092;91.160500364
042024;2;20220500026295;2;2;02;14;8;3;1;6;1103.7579421;84.343099787
042024;2;20220500026297;2;2;02;14;7;3;1;6;755.74204308;205.77858269
042024;2;20220500033216;8;2;01;10;1;3;3;6;333.05131275;23.842688312
042024;2;20220600000116;2;2;15;13;6;3;1;6;3121.7531898;328.14744094
042024;2;20220600000118;2;2;12;13;7;3;1;6;1139.3968866;328.02362498
042024;2;20220600022741;2;2;01;10;7;3;3;6;668.48476726;95.370753249
042024;2;20220600024168;2;2;04;14;22;3;1;6;2273.5326151;260.55493584
042024;2;20220600024169;2;2;04;01;28;2;1;6;4140.3282222;845.42403826
042024;2;20220600024170;2;2;04;10;42;3;1;6;4017.237198;172.22952769
042024;2;20220600024172;2;2;04;10;16;1;1;6;1971.5707961;213.28831661
042024;2;20220600024173;2;2;04;10;10;3;1;6;967.65965286;141.18449112
042024;2;20220600028101;2;2;15;13;4;1;2;6;4311.0536125;620.36763654
042024;2;20220600036648;2;2;12;16;3;1;2;6;1843.8229553;500.6252294
042024;2;20220600037247;2;2;15;01;6;1;2;6;4077.6375195;415.82519999
042024;2;20220600044152;2;2;15;03;30;1;2;6;5954.8152882;36.971517216
042024;2;20230400000167;2;1;06;09;3;2;1;6;535.94592394;664.58399066
042024;2;20230400000810;2;2;12;09;8;1;1;6;1923.4907026;787.63150115
042024;2;20230400000855;2;2;15;09;1;1;1;6;2080.1009656;10488.188906
042024;2;20230400001106;2;2;15;09;2;1;1;6;1189.5258813;7468.4031593
042024;2;20230400001110;2;2;15;09;6;1;1;6;2451.2653135;747.90301323
042024;2;20230400001114;2;2;15;01;12;1;1;6;3935.0963486;470.0327443
042024;2;20230400001115;2;2;06;09;1;1;2;6;539.99254321;1971.6720366
042024;2;20230400001116;2;2;06;09;6;1;1;6;1536.9335569;1254.2322626
042024;2;20230400001117;2;2;06;09;10;3;3;6;555.574337;673.11073625
042024;2;20230400001118;2;2;06;09;3;3;3;6;533.10202761;673.11073625
042024;2;20230400001181;2;2;12;09;30;1;3;6;4694.794797;10.250314684
042024;2;20230400001182;2;2;15;09;5;1;1;6;2144.5132546;1010.2074966
042024;2;20230400001186;2;2;06;09;3;1;1;6;750.9732321;2619.5258565
042024;2;20230400001187;2;2;06;09;2;1;1;6;596.05043735;3348.4020319
042024;2;20230400001188;2;2;06;09;3;3;3;6;533.10202761;673.11073625
042024;2;20230400001189;2;2;06;09;2;1;1;6;724.44931494;3348.4020319
042024;2;20230400001190;2;2;06;09;4;3;1;6;597.34819042;1753.4119584
042024;2;20230400001564;2;2;14;09;9;1;1;6;3183.916068;212.70256024
042024;2;20230400001728;8;2;14;13;21;1;1;6;6379.8725912;20.649082621
