mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
112022;2;20201100024592;2;2;15;09;11;3;3;6;2562.0851873;197.25464392
112022;2;20201100024593;2;2;15;09;19;1;1;6;5161.8066569;16.366192515
112022;2;20201200016828;2;2;15;09;20;2;3;1;3890.5217817;941.60863777
112022;2;20201200020655;2;2;15;09;6;1;1;6;2822.1711004;194.8772259
112022;2;20211000011266;2;2;02;14;9;3;1;6;1083.4147801;271.54725137
112022;2;20211000011267;2;2;02;01;4;1;1;6;1150.7491014;286.60378978
112022;2;20211000011268;2;2;02;01;9;3;1;6;826.44224684;192.70937868
112022;2;20211000011269;2;2;02;10;4;3;3;6;662.45860559;81.534911483
112022;2;20211000011270;2;2;08;10;14;3;1;6;1034.1006429;159.56094556
112022;2;20211000011271;2;2;08;01;11;3;3;6;1052.3439495;99.514698159
112022;2;20211000011273;2;2;08;14;7;3;1;6;778.44219734;240.63978173
112022;2;20211000011277;2;2;08;14;14;3;1;6;1259.8304427;261.64374259
112022;2;20211000011281;2;2;08;14;7;1;1;6;1571.2534663;252.88888219
112022;2;20211000011330;2;2;08;01;21;3;1;6;1722.2581781;193.83668652
112022;2;20211000011331;2;2;08;10;14;3;1;6;929.39072095;173.48803538
112022;2;20211000011333;2;2;08;14;6;3;1;6;537.62619533;261.64374259
112022;2;20211000011336;2;2;08;10;20;3;1;6;1205.9846813;173.48803538
112022;2;20211000011337;2;2;08;14;15;2;3;6;1866.2273358;221.28889656
112022;2;20211000011338;2;2;08;14;7;3;3;6;606.0911808;61.771576048
112022;2;20211000014863;2;2;12;13;3;3;1;6;1000.8442529;261.22583925
112022;2;20211000021777;2;2;12;13;180;2;2;6;12774.957812;1067.5193686
112022;2;20211000043542;2;2;08;14;7;3;1;6;1328.8584155;384.91187134
112022;2;20211000043543;2;2;08;10;7;3;1;6;614.82035807;173.48803538
112022;2;20211000043547;2;2;08;13;22;3;3;6;2039.2587749;300.37750592
112022;2;20211000043548;2;2;08;14;6;3;1;6;590.16504117;261.64374259
112022;2;20211000043549;2;2;02;14;14;3;1;6;948.22392595;135.77362569
112022;2;20211000043551;2;2;02;14;7;3;3;6;703.57500969;64.109699405
112022;2;20211000043552;2;2;02;14;10;3;3;6;830.45917978;69.705439259
112022;2;20211000043553;2;2;02;14;10;1;1;6;1924.4185449;362.6652896
112022;2;20211100006503;2;2;11;10;4;1;1;6;983.12675564;209.57364387
112022;2;20211100006516;2;2;11;10;6;1;1;6;1152.2287417;383.53592529
112022;2;20211100006579;2;2;11;10;5;3;1;6;761.41319559;136.13149697
112022;2;20211100006585;2;2;11;10;7;1;1;6;1455.2402629;917.203606
112022;2;20211100006616;2;2;08;10;7;3;1;6;614.82035807;173.48803538
112022;2;20211100006617;2;2;08;14;60;3;1;6;4441.3780532;261.64374259
112022;2;20211100006618;2;2;08;14;49;3;1;6;2317.9194628;130.82187129
112022;2;20211100006619;2;2;08;14;15;3;3;6;941.29976629;67.163235549
112022;2;20211100012880;2;2;12;13;4;3;2;6;930.88767607;381.31921475
112022;2;20211100013885;2;2;08;14;7;3;1;6;778.44219734;261.64374259
112022;2;20211100013887;2;2;08;14;42;3;1;6;2043.4702394;261.64374259
112022;2;20211100013890;2;2;08;01;13;3;3;6;1480.5056124;49.75734908
112022;2;20211100013891;2;2;08;14;4;3;1;6;546.08976658;240.63978173
112022;2;20211100013892;2;2;08;14;11;1;1;6;2071.7330097;183.69977346
112022;2;20211100019431;2;2;12;09;17;3;1;6;1189.5139747;2395.0234427
112022;2;20211100019451;2;2;15;09;3;1;1;6;2502.8417431;810.07304884
112022;2;20211100023434;2;2;11;10;12;3;1;6;1394.9124006;296.02714976
112022;2;20211100023435;2;2;11;10;19;3;1;6;1688.0459056;208.62708958
112022;2;20211100027327;2;2;11;10;6;1;2;1;1818.0378186;874.49686
112022;2;20211100032836;2;2;15;01;14;1;2;6;4756.068573;282.53700026
112022;2;20211200009248;2;2;12;13;2;1;1;6;1305.9332527;733.03887611
112022;2;20221000000104;2;2;15;09;7;1;1;6;2512.371549;175.71072701
112022;2;20221000000153;2;2;15;09;3;1;1;6;1567.8826514;466.06061901
112022;2;20221000000154;2;2;15;09;11;1;1;6;3018.4469832;132.49031704
112022;2;20221000000156;2;2;15;09;5;1;1;6;2063.5999231;572.33504242
112022;2;20221000000159;2;2;15;09;5;1;2;6;2767.0716441;326.44425565
112022;2;20221000000209;2;2;15;09;2;1;1;6;1410.9225227;594.77600658
112022;2;20221000000568;2;2;03;04;6;1;1;6;1006.8104899;1.0575434936
112022;2;20221000000623;2;2;03;04;120;2;2;6;8524.1821579;5.0035203042
112022;2;20221000000624;2;2;03;04;4;2;2;6;300.76985176;19.35055385
112022;2;20221000000625;2;2;03;04;21;3;1;6;1595.9014864;1.2243794624
112022;2;20221000001777;2;2;03;04;2;1;1;1;508.34433666;4.663856705
112022;2;20221000001778;2;2;03;04;4;1;1;6;618.59129608;2.7208248644
112022;2;20221000001833;2;2;03;04;3;1;1;6;671.37542336;3.085934935
112022;2;20221000001834;2;2;03;04;3;1;2;1;574.2246114;68.01672434
112022;2;20221000001835;2;2;03;04;2;1;2;1;361.53565047;2.6601363147
112022;2;20221000002326;2;2;04;01;7;1;1;6;1117.4798497;380.88270769
112022;2;20221000002327;2;2;04;01;3;3;3;6;504.86012242;95.96769822
112022;2;20221000002328;2;2;04;01;4;3;3;6;449.74778378;191.93539644
112022;2;20221000002329;2;2;04;01;14;3;3;6;1039.3783505;95.96769822
112022;2;20221000002409;2;2;04;01;2;3;1;6;476.68585141;186.92777027
112022;2;20221000002410;2;2;04;01;3;1;1;6;773.60391026;800.57783284
112022;2;20221000002411;2;2;04;01;10;3;3;6;845.20837604;95.96769822
112022;2;20221000002412;2;2;04;01;7;1;1;6;1111.0628071;571.32406154
112022;2;20221000003389;8;4;11;12;1;1;2;6;634.02796927;220.66658214
112022;2;20221000003403;2;4;07;12;5;1;3;6;752.36423667;64.070341801
112022;2;20221000003414;2;4;03;09;2;1;1;6;577.44221134;212.01688103
112022;2;20221000003426;2;4;03;09;2;1;1;6;577.44221134;53.004220257
112022;2;20221000003434;2;4;03;09;2;3;3;6;411.85827682;20.355274394
