A0_1;C9_0;ccaa_etapa;pernoc_etapa
20200700015902;01;04;7
20200700015903;01;04;8
20200700025037;01;04;7
20200800009743;01;13;15
20200800009743;02;10;15
20200800023219;01;04;9
20200800023220;01;04;31
20200800023221;01;04;9
20200800036372;01;01;178
20200800036372;02;01;2
20200900011750;01;14;11
20200900011751;01;08;3
20200900011751;02;01;4
20200900017153;01;09;7
20200900021298;01;10;30
20200900021299;01;09;45
20210700000008;01;04;5
20210700000008;02;04;6
20210700000010;01;04;14
20210700000011;01;04;5
20210700000013;01;04;4
20210700000014;01;04;6
20210700000015;01;04;10
20210700000016;01;04;10
20210700000017;01;04;3
20210700000018;01;04;30
20210700000019;01;04;6
20210700000020;01;04;4
20210700000046;01;04;4
20210700000048;01;04;8
20210700000049;01;04;5
20210700000050;01;04;6
20210700000051;01;04;5
20210700000052;01;04;6
20210700000054;01;04;4
20210700000056;01;04;5
20210700000520;01;04;4
20210700000521;01;04;5
20210700000523;01;04;5
20210700000524;01;04;3
20210700000525;01;04;3
20210700000526;01;04;8
20210700000527;01;04;2
20210700000567;01;04;5
20210700000568;01;04;2
20210700000569;01;04;2
20210700000570;01;04;5
20210700000632;01;10;38
20210700001080;01;11;5
20210700001368;01;04;5
20210700001370;01;04;3
20210700001390;01;04;5
20210700001392;01;04;5
20210700001394;01;04;5
20210700001395;01;04;20
20210700001410;01;04;3
20210700002512;01;04;3
20210700002513;01;04;12
20210700002514;01;04;6
20210700002605;01;04;3
20210700002606;01;04;5
20210700003475;01;10;14
20210700003476;01;10;3
20210700003477;01;10;5
20210700003478;01;05;6
20210700003478;02;13;1
20210700003478;03;10;1
20210700003561;01;10;2
20210700003562;01;10;2
20210700003563;01;13;6
20210700003563;02;10;6
20210700004291;01;13;3
20210700005837;01;14;6
20210700005839;01;10;3
20210700005840;01;14;2
20210700005841;01;14;7
20210700007508;01;10;13
20210700007509;01;10;6
20210700007575;01;10;3
20210700007575;02;10;1
20210700007575;03;10;2
20210700007575;04;14;1
20210700007575;05;01;1
20210700007575;06;01;2
20210700007575;07;01;2
20210700007575;08;01;1
20210700007575;09;01;1
20210700007576;01;10;9
20210700007577;01;10;5
20210700007578;01;13;4
20210700007578;02;10;3
20210700009877;01;04;5
20210700009878;01;04;5
20210700009879;01;04;4
20210700009880;01;04;7
20210700009904;01;04;7
20210700009905;01;04;5
20210700009906;01;04;13
20210700009909;01;04;4
20210700009910;01;04;13
20210700009911;01;04;5
20210700009913;01;04;9
20210700009914;01;04;5
20210700013029;01;10;5
20210700013410;01;04;7
20210700013411;01;04;8
20210700013412;01;04;10
20210700013414;01;04;6
20210700013432;01;04;7
20210700013434;01;04;21
20210700013436;01;04;3
20210700013437;01;04;5
20210700013438;01;04;4
20210700013439;01;04;4
20210700013487;01;04;7
20210700013488;01;04;8
20210700013489;01;04;5
20210700013490;01;04;9
20210700013491;01;04;7
20210700015631;01;04;7
20210700015634;01;04;7
20210700015635;01;04;9
20210700015636;01;04;3
20210700015638;01;04;4
20210700016527;01;10;10
20210700016529;01;10;14
20210700016530;01;14;10
20210700016532;01;14;6
20210700017024;01;13;3
20210700017047;01;11;8
20210700017512;01;10;15
20210700017592;01;08;5
20210700017592;02;10;7
20210700018838;01;10;12
20210700018840;01;10;7
20210700018841;01;10;7
20210700018905;01;10;4
20210700018909;01;10;15
20210700018910;01;10;6
20210700018912;01;10;9
20210700018913;01;10;14
20210700021641;01;10;10
20210700022799;01;04;4
20210700022800;01;04;6
20210700022801;01;04;13
20210700022802;01;04;4
20210700022828;01;04;6
20210700022829;01;04;5
20210700022830;01;04;14
20210700022832;01;04;12
20210700022833;01;04;5
20210700022834;01;04;7
20210700022836;01;04;7
20210700022848;01;04;9
20210700022850;01;04;5
20210700022852;01;04;6
20210700022872;01;04;7
20210700022873;01;04;4
20210700022876;01;04;13
20210700022878;01;04;8
20210700022887;01;04;14
20210700022890;01;04;5
20210700024043;01;04;7
20210700024044;01;04;4
20210700024044;02;04;4
20210700024045;01;04;9
20210700024046;01;04;5
20210700024050;01;04;8
20210700024053;01;04;5
20210700024054;01;04;7
20210700024112;01;04;7
20210700024113;01;04;3
20210700025369;01;11;1
20210700025418;01;01;2
20210700025636;01;04;7
20210700025638;01;04;5
20210700025639;01;04;1
20210700025640;01;04;15
20210700025641;01;04;7
20210700025693;01;04;10
20210700025698;01;04;14
20210700026530;01;07;2
20210700027073;01;11;4
20210700027256;01;04;7
20210700027258;01;04;10
20210700027259;01;04;10
20210700027305;01;04;3
20210700027306;01;04;7
20210700027307;01;04;3
20210700027308;01;04;100
20210700027309;01;04;4
20210700027331;01;04;7
20210700027333;01;04;10
20210700027365;01;04;3
20210700027366;01;04;7
20210700027367;01;04;4
20210700029558;01;04;7
20210700029561;01;04;4
20210700029562;01;04;6
20210700029563;01;04;4
20210700029591;01;04;4
20210700029594;01;04;10
20210700029596;01;04;10
20210700030994;01;11;3
20210700031024;01;11;15
20210700031325;01;04;14
20210700031326;01;04;4
20210700031327;01;04;8
20210700031328;01;04;7
20210700031329;01;04;4
20210700031330;01;04;10
20210700031332;01;04;4
20210700031333;01;04;8
20210700031335;01;04;7
20210700031336;01;04;4
20210700031352;01;04;4
20210700031353;01;04;30
20210700031354;01;04;1
20210700031355;01;04;12
20210700031358;01;04;10
20210700031360;01;04;5
20210700031370;01;04;9
20210700031371;01;04;9
20210700031372;01;04;7
20210700031373;01;04;4
20210700031374;01;04;3
20210700031376;01;04;4
20210700031387;01;04;6
20210700031388;01;04;4
20210700031390;01;04;7
20210700031393;01;04;4
20210700031394;01;04;4
20210700031395;01;04;7
20210700031396;01;04;7
20210700033067;01;04;9
20210700033119;01;04;6
20210700033120;01;04;7
20210700033886;01;07;1
20210700036231;01;11;1
20210700036244;01;11;2
20210700037020;01;13;5
20210700037542;01;11;2
20210700037649;01;04;4
20210700037650;01;04;7
20210700037651;01;04;7
20210700037653;01;04;6
20210700037654;01;04;7
20210700037655;01;04;4
20210700037676;01;04;4
20210700037677;01;04;7
20210700037678;01;04;3
20210700037679;01;04;4
20210700037680;01;04;9
20210700037681;01;04;5
20210700037693;01;04;4
20210700037694;01;04;5
20210700037695;01;04;14
20210700037696;01;04;7
20210700037707;01;04;4
20210700037711;01;04;14
20210700037714;01;04;7
20210700039336;01;04;10
20210700039338;01;04;3
