mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
092024;2;20230700028493;2;2;02;14;7;3;3;6;1117.765493;48.910249443
092024;2;20230700028494;2;2;02;14;7;3;3;6;935.4458512;48.910249443
092024;2;20230700028495;2;2;02;14;6;3;1;6;1336.6918496;121.54916232
092024;2;20230700035455;2;2;02;14;11;3;3;6;1104.0259464;24.455124721
092024;2;20230700035456;2;2;02;14;12;3;1;6;1127.4425219;182.770644
092024;2;20230700035457;2;2;02;14;90;3;3;6;6545.3298259;32.527104562
092024;2;20230700035458;2;2;02;14;14;3;3;6;1517.6640379;65.054209124
092024;2;20230800026713;2;2;02;14;14;3;1;6;1768.8013678;182.770644
092024;2;20230800026714;2;2;02;14;6;3;3;6;773.66801941;48.910249443
092024;2;20230800026715;2;2;02;14;11;1;1;6;2530.9764176;272.27818119
092024;2;20230800026716;2;2;02;01;14;3;1;6;1729.649853;196.57502826
092024;2;20230800026717;2;2;02;14;7;3;3;6;1099.2346747;48.910249443
092024;2;20230800034401;2;2;13;14;7;3;1;6;1933.6811444;278.05253187
092024;2;20230800041089;2;2;04;14;5;1;1;6;1164.8519002;252.21332749
092024;2;20230800041103;2;2;04;10;9;1;1;6;1665.4130117;436.54926946
092024;2;20230800041104;2;2;04;10;6;3;1;6;857.02786273;153.33316662
092024;2;20230800041105;2;2;04;14;7;3;1;6;852.55905399;192.65032922
092024;2;20230800041106;2;2;04;14;4;3;1;6;635.95134749;128.11951429
092024;2;20230800041107;2;2;04;14;6;1;1;6;1261.5105631;478.25225711
092024;2;20230800041108;2;2;04;10;10;3;1;6;1080.8525373;306.66633324
092024;2;20230800041115;2;2;15;14;20;3;3;6;2285.2511106;198.00354239
092024;2;20230800041116;8;2;15;01;28;3;3;6;3602.0354671;170.36675513
092024;2;20230800041118;2;2;15;10;30;2;2;6;5789.6427704;899.81648023
092024;2;20230800041120;2;2;15;14;12;2;2;6;1381.8995534;1130.5443237
092024;2;20230800041121;2;2;15;10;14;3;3;6;1626.3695676;315.18773188
092024;2;20230900005321;2;2;12;10;60;3;3;6;4506.6603732;279.6322901
092024;2;20230900005392;2;2;12;09;20;3;1;6;1509.9838649;381.66080952
092024;2;20230900013710;2;2;08;14;10;3;1;6;1024.6857866;550.94549876
092024;2;20230900013711;2;2;08;14;7;1;1;6;1467.9206651;1113.6598654
092024;2;20230900013712;2;2;08;10;12;3;3;6;865.6121328;117.3451306
092024;2;20230900013713;2;2;08;14;7;3;1;6;764.07938826;550.94549876
092024;2;20230900013714;2;2;08;14;4;3;3;6;615.96889794;294.87100536
092024;2;20230900013715;2;2;08;14;6;1;1;6;1295.7988864;1200.4297775
092024;2;20230900013716;2;2;08;14;21;3;1;6;1957.20511;366.39890515
092024;2;20230900013717;2;2;08;14;4;1;1;6;937.98263765;1394.7781726
092024;2;20230900013718;2;2;08;14;9;3;1;6;859.48604899;826.41824814
092024;2;20230900013719;2;2;08;10;4;3;3;6;838.08815584;312.15521297
092024;2;20230900013720;2;2;08;14;9;3;1;6;847.62258688;366.39890515
